question_id,question,opa,opb,opc,opd,ans
3373,A 60-year-old female is suffering from renal failure and is on hemodialysis since last 8 years. She developed Carpal Tunnel syndrome. Which of the following types of amyloid will be associated with it?,Beta-2 microglobulin,Amyloid light chain,ATTR,Serum amyloid associated protein,0
6594,"A 25 year old male patient reports with a bony expansile
swelling of the right body of the mandible & mild paresthesia of the right IDN. OPG shows a multi Jocular
radiolucency without root resorption.

Management of odontogenic keratocyst involves",Marsupialization,Enucleation,Enucleation with peripheral ostectomy,Resection and Radiation,2
1486,Glanzmann's thrombasthenia is characterized by defective,Gp IB/IX,Gp IIB/IIIA,Gp IB/IIIA,Gp IIB/IX,1
6859,Most important cells acting against virus and cancer cells are?,Neutrophills,Natural killer cells,Basophils,Langerhans cells,1
3765,Mitochondrial abnormality is seen in -,Krabbe's disease,Fabry disease,Fanconi syndrome,Oncocytoma,3
4444,Mercury affects which pa of the kidney,>PCT,DCT,>Collecting duct,>Loop of Henle,0
7851,Cycin-D & IGH fusion gene is associated with?,Mantle cell carcinoma,Follicular carcinoma,Melanomas,Burkitt lymphoma,3
5078,"A 40-year-old man presents with 5 days of productive cough and fever. Pseudomonas aeruginosa is isolated from a pulmonary abscess. CBC shows an acute effect characterized by marked leukocytosis (50,000/mL) and the differential count reveals shift to left in granulocytes. Which of the following terms best describes these hematologic findings?",Leukemoid reaction,Leukopenia,Myeloid metaplasia,Neutrophilia,0
802,Antibodies in ITP are-,IgG,IgM,IgE,IgD,0
563,D-dimer is the most sensitive test for-,Pulmonary embolism,Acute pulmonary edema,Cardiac tamponade,Acute MI,0
8569,Rosenthal fibres are -,Intranuclear inclusions,Intracytoplasmic inclusions,Present extracellularly,Part of cell membrane,1
2490,Which is the least common thyroid malignancy?,Papillary carcinoma,Follicular carcinoma,Medullary carcinoma,Anaplastic carcinoma,3
4443,Macrophages are seen in -,Late inflammation,Early inflammation,Wound repair,Healing,0
5368,"A 23-year-old woman consults an obstetrician because of the onset of vaginal bleeding in what she considers to be the fifth month of pregnancy; however, examination reveals the uterus to be enlarged to the size of a 7-month pregnancy. Intravaginal ultrasound fails to detect a fetal heabeat and instead shows a ""snowstorm pattern."" HCG is markedly elevated. These findings are strongly suggestive of",Preeclampsia.,Eclampsia.,Ectopic pregnancy.,Hydatidiform mole.,3
1210,Anaemia in human is caused by which worm:,Round worm,Hook worm,Strongyloides,Tape worm,1
1657,Tumour suppressor gene are not involved in?,Breast carcinoma,Multiple endocrine neoplasia,Neurofibromatosis,Retinoblastoma,1
417,Linitis plastica is seen in,Carcinoma of liver,Carcinoma stomach,Carcinoma lung,Carcinoma esophagus,1
8960,Most common cause of viral encephalitis:March 2013,Herpes zoster,Herpes simplex,Varicella zoster,Japanese encephalitis,1
6514,Which of the following is most common haemoglobinopathy,Thalassemia,Sickle cell anemia,Haemoglobin C,Spherocytosis,1
2156,Blistering in Bullous pemphigoid is because of antibodies against,BPAG2,BPAG1,Filaggerin,Keratin 5,0
686,Which of the following is the most abundant glycoprotein present in basement membrane?,Laminin,Fibronectin,Collagen type 4,Heparan sulphate,0
4329,"Decrease in ""Alkaline phosphatise"" is seen in:",CML,Leukemoid reaction,Eosinophilia,Malaria,0
1707,The chemical nature of the amyloid deposited in immunocyte dyscrasias with amyloidosis is,Serum amyloid A (SAA),Immunoglobulin light chain (AL amyloid),Prealbumin,Beta 2 microglobulin,1
3076,Antithrombin is protein produced by,Liver,Spleen,Kidney,Lung,0
1822,Creeping fat is a feature of-,Crohn's disease,Ulcerative coliti,Celiac disease,Tropical sprue,0
162,Which of the following increases the susceptibility to coronary aery disease -,Type V hyperlipoproteinaemia,Von willebrand's disease,Nephrotic syndrome,Systemic lupus erythematosus,2
3336,"During oral examination of a 57-year-old-man, a large keratotic patch that covers the entire palate is noted. Some 'Red Spots' are also seen in the patch. The patient most likely is a:",Pipe smoker,Cigar smoker,Snuff chewer,Tobacco chewer,0
918,"In Lewis Triple Response, redness when skin is scratched with a pointed object is seen due to",Axon reflex causing vasoconstriction,Histamine release due to local injury to mast cells,Free nerve endings injury,Endothelial damage leading to increase in permeability,1
1460,Wilson's disease is characterized by ?,Increased serum ceruloplasmin,Decreased copper excretion in urine,Increased copper in liver,Autosomal dominant,2
7665,Cells which remain in Go phase -,Permanent cells,Labile cells,Intermitotic cells,Quiscent cells,3
7777,Wahin-Finkeldey giant cells are seen in -,Measles,Rubella,Influenza,Rickettsial pox,0
7536,Lung abscess is common following ... pneumonia -,Streptococcal,Staphyloccocal,Viral,Klebsiella,3
6538,The most aggressive and destructive cyst is,Periapical cyst,Dentigerous cyst,Globulornaxillary cyst,Nasopalatine cyst,1
1515,The presence of which of the following features in an atherosclerotic plaque indicates that it has become a complicated lesion?,Cholesterol crystals,Chronic inflammatory cells,Intimal smooth muscle,Lines of Zahn,3
2186,A 17 year old female with von Willebrand disease presents for dental extraction the appropriate prior line of management include,Cryoprecipitate,FFP,Recombinant factor VIII,DDAVP,3
6410,NARY is a -,Lipid storage disorder,Glycogen storage disorder,Mitochondrial disorder,Lysosomal storage disorder,2
7741,Saddle embolus causes sudden death by blocking,Coronary arteries,Cerebral arteries,Pulmonary arteries,Renal arteries,2
3067,MCV is,Normal value is 82-92 FL,Increased in aplastic anemia,Decreased in B12 deficiency,Normal in Iron deficiency anemia,0
7691,One of the following is apoptosis inhibitor gene,p53,BCL -2,Rb,C -myc,1
8931,Paget's disease of bone is a chronic disease of the,Prepubertal skeleton,Pubertal skeleton,Infantile skeleton,Adult skeleton,3
4028,Which is the most common mode of transmission of HSV 1,Saliva,Blood,Sexual transmission,Placental transmission,0
3984,IgA deposition in mesangial cells arr seen in,Good Pasteur syndrome,Berger syndrome,Cresentic glomerulonephritis,Alpo syndrome,1
713,Reactivation of pulmonary tuberculosis always occur at: March 2011,Lower pa of upper lobe,Upper pa of lower lobe,Lower pa of lower lobe,Apex of the upper lobe,3
2478,"The phenomenon where subsequent generations are at risk of earlier and more severe disease, is known as -",Anticipation,Pleiotrophy,Imprinting,Mosaicism,0
2394,Microscopic examination of the reperfused myocardium is likely to have which of the following findings?,Cardiac myocyte swelling,Waviness of fibres,Contraction band necrosis,Neutrophilic infiltration,2
8473,Reid index in increased in ?,Chronic bronchitis,Emphysema,Bronchieactasis,ARDS,0
1127,Renal biopsy done for a patient with proteinuria is shown in this PLATE. What is the most probable diagnosis?,Renal tuberculosis,Renal amyloidosis,Renal cell carcinoma,Crescentic glomerulonephritis,1
4276,Squamous papilloma is induced by,EBV,HSV,HPV,CMV,2
4438,"Deficiency of enzyme hexosaminidase, α subunit causes -",Tay-Sach's disease,Hurler syndrome,Fabry disease,Pompe disease,0
1736,"A 56 year old chronic smoker, mass in bronchus resected. What is the possible marker-",Cytokeratin,Vimentin,Epithelial membrane Cadherin,Leukocyte,0
1244,Dohle bodies are seen in-,Multiple myeloma,May-Hegglin anomaly,Waldenstorm Macroglobulinemia,Lymphoma,1
8338,"A 57-year-old woman has had pain on urination for 5 months and yesterday noted blood on her underwear. On examination, there is a tender red 1-cm nodule on the posterior lip of the external urethra. It is excised. What pathologic finding is most likely to be present on the microscopic examination of her lesion?",Granulation tissue,Multinucleated cells,Plasma cell infiltrates,Rhabdomyosarcoma,0
4361,Disease characterized by insidious onset and by an absolute increase in number of circulating RBCs and in total blood volume?,Leukopenia,Osler's disease,Mediterranean disease,Aplastic anaemia,1
5395,Primary pleural tumor is,Mesothelioma,Myxoma,Lipoma,Fibroma,0
2874,Most common site for Adenoid cystic carcinoma is ?,Minor Salivary glands,Parotid gland,Submandibular gland,Sublingual gland,0
3211,Staining done for sebaceous cell carcinoma,Red 0,PAS,Methamine silver,KOH,0
8139,Peripoal fatty infiltration of liver is seen with,Alcoholism,Viral hepatitis,Malnutrition,Tetracycline,1
5390,The explosive and widespread form of secondary syphilis in immune compromised individual is known as:,Condylomata lata,Mucous patches,Lues maligna,Lupus vulgaris,2
5696,A young female patient came for routine examination.On examination a mid systolic click was found. There is no history of RHD. The histopathologicaI examination is most likely to show,Myxomatous degeneration and prolapsed of the mitral valve,Fibrinous deposition on the tip of papillary muscle,Rupture of chordae tendinae,Asehoff nodule on the mitral valve,0
2851,The protein in glomerular basement membrane responsible for charge dependent filtration is ?,Albumin,Collagen type IV,Proteoglycan,Fibronectin,2
3003,CD59 defect is seen as marker of which disease,Paroxysmal Nocturnal Hemoglobinuria,PTEN,Hereditary spherocytosis,Cowden syndrome,0
8437,Most characteric features of acture inflammation is -,Vasoconstriction,Vascular stasis,Vasodilati on and increased vascular permeability,Margination of leukocytes,2
7124,The professional antigen presenting cells are,Endothelial cells,Dendritic cells,T cells,B cells,1
7455,In which of the following conditions bilateral contracted kidneys are characterized seen,Amyloidosis,Diabetes mellitus,Rapidly progressive glomerulonephritis,Benign nephrosclerosis,3
4445,"Serum amyloid associated protein, found in-",Alzheimer's disease,Chronic inflammatory states,Chronic renal failure,Malignant hypeension,1
4614,The defect Marfan syndrome is?,Fibrillin 1,Fibrillin 2,Fibrillin 3,Fibrillin 4,0
2147,The prognosis of rapidly proliferating glomerulonephritis (Crescentic GN) depends upon which of the following factor?,Number of crescents,Size of crescents,Shape of crescents,Cellularity of crescents,0
2113,Duchenne muscular dystrophy is inherited as ?,X linked,Autosomal dominant,Autosomal recessive,Codominant,0
6414,Blood smear of patient of G6PD shows?,Howell jolly bodies,Heinz bodies,Cabot rings,Pelger-Huet anomaly,1
2051,Least dangerous in pregnancy?,Ebstein's anomaly,Pulmonary hypeension,Cyanotic hea disease,Marfan syndrome,0
1928,"In reflux nephropathy, glomerular lesion is-",Focal GN.,Membranous G.N.,Membrano proliferative G.N.,Minimal change disease,0
5022,Frequency of renal involvement in HSP ?,20-40%,>80%,40-60%,10%,2
3119,DIC in association with giant hemangiomas is seen in,Waterhouse-Friderichsen syndrome,Kasabach-Merritt syndrome,Hemolytic Uremic Syndrome,Type 2 von Willebrand disease,1
6551,Recessive dystrophic epidermolysis Bullosa occurs due to alteration in:,Type 4 collagen,Type 6 collagen,Type 7 collagen,Type 8 collagen,2
8309,Zollinger Ellison syndrome is caused by ?,Gastrin secreting tumor,Somatostatin secreting tumor,CCK secreting tumor,Adrenalin secreting tumor,0
6712,A four year old child develops steroid-sensitive nephrotic syndrome. Renal biopsy studies demonstrate normal appearing glomeruli by light microscopy and fusion of foot processes by electron microscopy. Which of the following proteins would be present in the urine in the highest concentration?,Albumin,Ceruloplasmin,IgA,Kappa light chain,0
5282,TRAP positivity is seen with:,CML,Hairy cell leukemia,CLL,Follicular lymphoma,1
8667,Pyogenic infection and brain infarction are associated with,Coagulative necrosis,Liquefaction necrosis,Caseous necrosis,Fat necrosis,1
5745,"40-year-old female, chronic smoker, presented to the surgical depament with a reddish, painful subareolar mass in the right breast. She is most likely suffering from?",Carcinoma breast,Periductal mastitis,Fat necrosis,Granulomatous mastitis,1
1937,Most common malignant bone tumor -,Osteogenic sarcoma,Secondaries,Osteoma,Enchondroma,1
6467,"Histologic examination of the lesion in stomach reveal fat-laden cells, likely cause is -",Lymphoma,Post gastrectomy,Signet-cell carcinoma stomach,Atrophic gastritis,3
7595,Cyst arising from rests of malassez is:,Dental cyst,Dentigerous cyst,Radicular cyst,Keratocyst,2
3601,Which of the following tests would be most beneficial in the diagnosis of a patient suspected of having chronic granulomatous disease of childhood?,E rosette - forming assay,Cell-mediated cytolysis,Nitroblue tetrazolium (NBT) test,Determination of CD4: CD8 ratio,2
4486,Principle mediator of vasodilation in acute inflammation is,Serotonin,IL-1,Histamine,TNF,2
7580,Lung granuloma with necrosis are seen in -a)  PANb)  TBc)  Histoplasmosisd) Cryptococcosise)  Wegener's granulomatosis,bce,bc,acd,ace,0
4700,Most common chromosomal defect is:,Down's,Turner,Edward,Patau,0
1621,Bone marrow aspiration is not indicated in :,Thalassemia major,Megaloblastic anaemia,Idiopathic thrombocytopenic purpura,Pure red cell aplasia,0
4379,In which of the following conditions that cause polycythemia is the serum erythropoietin extremely low -,Dehydration,Renal cell carcinoma,Renal cell carcinoma,Polycythemia vera,3
289,Following features are suggestive of:,Hodgkin’s lymphoma,Burkitt’s lymphoma,Multiple myeloma,Leukemia,2
5142,"A 30-year-old woman suffers traumatic injury to her breast while playing soccer. Physical examination reveals a 3-cm area of ecchymosis on the left breast. Two weeks later, the patient palpates a firm lump beneath the area where the bruise had been located. Which of the following is the most likely pathologic diagnosis?",Duct ectasia,Fat necrosis,Fibrocystic change,Granulomatous mastitis,1
4994,"A 50-year-old male presented with signs and symptoms of restrictive hea disease. A right ventricular endomyocardial biopsy revealed deposition of extracellular eosinophilic hyaline material. On transmission electron microscopy, this material is most likely to reveal the presence of",Non branching filaments of 7.5 to 10 nm,Cross banded fibres with 67 m periodicity,Weber Palade bodies,Concentric whorls of lamellar structures,0
